"MacroPlot.Name","Monitoring.Status","Date","TagNo","Status","DBH","Ht","CrwnRto","CrwnCl","LiCrBHt","CrFuBHt","CrwnRad","Age","GrwthRt","Mort","DecayCl","LaddBaseHt","LaddMaxHt","DRC","NuLiStems","NuDeStems","EqDia","XCoord","YCoord","CKR","CharHt","ScorchHt","CrScPct","DamCd1","DamSev1","DamCd2","DamSev2","DamCd3","DamSev3","DamCd4","DamSev4","DamCd5","DamSev5","Comment","UV1","UV2","SnagPlotSize","BrkPntDia","Species.Symbol","Year","Treatment","Visited","Index","IsVerified","QTR","SubFrac","UV3","MacroPlotSize","FieldTeam","EntryTeam","UV1Desc","UV2Desc","UV3Desc","SaComment","X","treatment_burn","experiment"
"_129","PostBurnYear1","8/30/2021 2:19:51 PM",624,"D",70.7,8.9,NA,"",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483637,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",682,"L",68.7,14.8,100,"I",1,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",683,"L",38.85,10.4,100,"I",0.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",684,"D",9.85,5.9,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.9,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",685,"D",8.25,5.8,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,5.8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",687,"L",84.55,16.2,20,"C",9.2,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear1","8/30/2021 2:21:29 PM",688,"L",75.65,25,100,"C",13,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",637,"L",30.7,16.2,70,"C",7.8,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,9.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",638,"L",51.6,22,80,"C",12.2,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",648,"L",45.55,15.4,60,"I",10,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,11.4,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",640,"L",46.1,20.8,80,"C",13,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,11.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",641,"L",56.4,25,100,"C",14.4,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,7.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",642,"D",79,14.2,NA,"",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",643,"L",23.5,11.6,80,"I",7.5,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,7.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483642,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",644,"L",22.45,7.6,10,"I",2.4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,7.4,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483641,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",645,"L",27.9,8.2,70,"I",2.4,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,4.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483640,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",646,"L",29.85,12.8,80,"I",4,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,4.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483639,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",647,"L",33.1,12.3,80,"I",3.4,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483638,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear1","8/30/2021 2:20:17 PM",649,"L",45.75,20.2,100,"C",9,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483637,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",652,"L",63.9,22.8,70,"C",13.8,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",653,"L",53.35,22.6,80,"C",13.8,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13.8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",655,"L",39.4,21.6,70,"C",14.2,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",657,"L",63.1,21,70,"C",15.4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,15.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",663,"D",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree is gone",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",664,"D",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tree is gone",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",668,"L",43.7,18.6,80,"C",11.3,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483642,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_128","PostBurnYear1","8/30/2021 2:19:24 PM",670,"D",10.75,6.2,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483641,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",674,"D",36.5,14,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",675,"D",42.3,15,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",676,"D",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallen; cut-down.",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",677,"L",37.3,14.2,5,"I",10.4,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,10.2,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New tag 965",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",678,"D",19.8,8.8,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New tag 966",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",679,"L",61,23,10,"C",18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,21.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New tag967",NA,NA,NA,NA,"PIJE","yr2","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_131","PostBurnYear1","8/30/2021 2:20:41 PM",680,"L",41.3,12,5,"I",10,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,10,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr2","treat1",NA,-2147483642,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_132","PostBurnYear2","9/26/2022 11:11:07 AM",626,"D",16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_132","PostBurnYear2","9/26/2022 11:11:07 AM",628,"L",72,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_132","PostBurnYear2","9/26/2022 11:11:07 AM",630,"L",70.15,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New tag 968",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",605,"L",55.8,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",606,"L",17.35,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",608,"L",48,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",609,"L",53,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",610,"L",82.65,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",612,"L",68.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",614,"L",9.05,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483642,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",615,"L",8.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483641,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",617,"L",57.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483640,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",622,"L",10.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483639,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",623,"D",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483638,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_129","PostBurnYear2","9/26/2022 11:09:10 AM",624,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483637,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",682,"L",68.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",683,"L",39.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",684,"D",9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",685,"D",8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE","yr3","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",687,"D",84.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_133","PostBurnYear2","9/26/2022 11:12:36 AM",688,"L",76.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",637,"L",31.35,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483648,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",638,"L",51.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483647,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",648,"L",45.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483646,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",640,"L",46.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483645,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",641,"L",56.35,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483644,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",642,"D",79.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483643,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
"_130","PostBurnYear2","9/26/2022 11:09:48 AM",643,"L",23.95,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE","yr3","treat1",NA,-2147483642,"False",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"post_budbreak","old"
