"MacroPlot.Name","Monitoring.Status","Date","TagNo","Status","DBH","Ht","CrwnRto","CrwnCl","LiCrBHt","CrFuBHt","CrwnRad","Age","GrwthRt","Mort","DecayCl","LaddBaseHt","LaddMaxHt","DRC","NuLiStems","NuDeStems","EqDia","XCoord","YCoord","CKR","CharHt","ScorchHt","CrScPct","DamCd1","DamSev1","DamCd2","DamSev2","DamCd3","DamSev3","DamCd4","DamSev4","DamCd5","DamSev5","Comment","UV1","UV2","SnagPlotSize","BrkPntDia","Species.Symbol","X"
"_150","PreBurnYear1","9/17/2020 9:00:29 AM",843,"D",64.45,17.4,90,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"QUKE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.04,7.6,"",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",863,"L",7.65,6,100,"I",1.2,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.3,5,NA,NA,"QUKE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",864,"L",7.95,6.1,100,"I",1.1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.3,5,NA,NA,"QUKE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",868,"L",18.1,8.4,100,"I",1,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.5,0.7,NA,NA,"QUKE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",869,"L",34.89,12.6,80,"I",2.1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QUKE_TOV",0.7,0.4,NA,NA,"PIJE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",870,"L",12.3,6.2,90,"S",1.2,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.7,5,NA,NA,"QUKE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",871,"L",57.1,20.4,100,"C",9.6,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.4,0.8,NA,NA,"PIJE",NA
"_147","PreBurnYear1","9/17/2020 9:00:29 AM",873,"L",37.3,10,30,"C",1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",1,0.1,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.04,7.6,"",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",585,"L",27,11.5,100,"C",0.4,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TSA",0.4,1.3,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",587,"L",9.89,7.5,100,"I",1.3,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.5,1,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",588,"L",10.9,8,100,"I",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.5,1,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",589,"L",14.2,8.1,90,"C",2,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.1,0.5,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",591,"L",12.98,8.2,100,"C",1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0.5,2.2,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",592,"L",7.85,5.9,100,"I",1,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SL",0,0.6,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",594,"L",9.75,4.5,100,"I",0.7,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROCA_SM",0,3,NA,NA,"QUKE",NA
"_151","PreBurnYear1","9/17/2020 9:00:29 AM",595,"L",15.7,8.3,100,"O",0.3,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRVI_ST",0,4.3,NA,NA,"QUKE",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.04,7.6,"",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",849,"L",60,20,100,"C",7.2,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TOV",0.2,7,NA,NA,"PIJE",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",851,"D",17.5,6.5,NA,"",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"PIJE",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",854,"L",54.9,11.2,80,"C",1.4,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TSA",2,2,NA,NA,"QUKE",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",855,"L",50.9,10.2,90,"C",1,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIJE_TSA",2,2,NA,NA,"QUKE",NA
"_146","PreBurnYear1","9/17/2020 9:00:29 AM",866,"L",51.8,11.4,100,"C",1,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ERCO_SL",0.2,1.5,NA,NA,"QUKE",NA
