,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
953,953,_143,PostBurnYear2,9/26/2022 10:45,537,L,41.25,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,41.25,80,N,N,NA,NA,NA,NA,old_exp_2022
954,954,_143,PostBurnYear2,9/26/2022 10:45,538,L,12.6,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,12.6,80,Y,Y,14,12,1,NA,old_exp_2022
955,955,_143,PostBurnYear2,9/26/2022 10:45,539,L,13.2,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,13.2,80,Y,Y,121,NA,1,NA,old_exp_2022
956,956,_143,PostBurnYear2,9/26/2022 10:45,540,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resprout now makes SAPLING height. Recorded in saplings with same tag #.,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,D,N,NA,NA,N,N,NA,NA,NA,Resprout now makes SAPLING height. Recorded in saplings with same tag #.,old_exp_2022
957,957,_143,PostBurnYear2,9/26/2022 10:45,541,D,19.3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,D,N,19.3,NA,N,N,NA,NA,NA,NA,old_exp_2022
958,958,_143,PostBurnYear2,9/26/2022 10:45,543,L,33.35,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,33.35,80,N,N,NA,NA,NA,NA,old_exp_2022
959,959,_144,PostBurnYear2,9/26/2022 10:45,525,D,27.05,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,D,N,27.05,NA,N,N,NA,NA,NA,NA,old_exp_2022
960,960,_144,PostBurnYear2,9/26/2022 10:45,526,L,20.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,20.1,100,N,N,NA,NA,NA,NA,old_exp_2022
961,961,_144,PostBurnYear2,9/26/2022 10:45,527,L,39.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,yr3,treat3,leafout_burn,old,2022,QUKE,L,N,39.55,100,N,N,NA,NA,NA,NA,old_exp_2022
962,962,_144,PostBurnYear2,9/26/2022 10:45,528,L,54.5,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,54.5,90,N,N,NA,NA,NA,NA,old_exp_2022
963,963,_144,PostBurnYear2,9/26/2022 10:45,529,L,40.2,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,40.2,90,N,N,NA,NA,NA,NA,old_exp_2022
964,964,_144,PostBurnYear2,9/26/2022 10:45,530,L,69.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,69.4,100,N,N,NA,NA,NA,NA,old_exp_2022
965,965,_140,PostBurnYear2,9/17/2022 10:42,514,L,29.3,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,29.3,100,N,N,NA,NA,NA,NA,old_exp_2022
966,966,_140,PostBurnYear2,9/17/2022 10:42,515,L,12.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,12.5,80,N,N,NA,NA,NA,NA,old_exp_2022
967,967,_140,PostBurnYear2,9/17/2022 10:42,516,L,52.6,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,52.6,100,N,N,NA,NA,NA,NA,old_exp_2022
968,968,_140,PostBurnYear2,9/17/2022 10:42,517,L,11.7,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,11.7,90,N,N,NA,NA,NA,NA,old_exp_2022
969,969,_140,PostBurnYear2,9/17/2022 10:42,518,L,19.6,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,19.6,90,N,N,NA,NA,NA,NA,old_exp_2022
970,970,_140,PostBurnYear2,9/17/2022 10:42,519,L,46.6,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,46.6,90,N,N,NA,NA,NA,NA,old_exp_2022
971,971,_140,PostBurnYear2,9/17/2022 10:42,520,L,19.85,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIJE,yr3,treat3,leafout_burn,old,2022,PIJE,L,N,19.85,80,N,N,NA,NA,NA,NA,old_exp_2022
81,81,_152,PostBurnYear1,8/30/2021 14:15,203,L,54.3,20.2,100,C,10.6,3.25,NA,5.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,54.3,100,N,N,NA,NA,NA,NA,old_exp_2021
82,82,_152,PostBurnYear1,8/30/2021 14:15,204,L,20.15,8.6,100,I,3.2,1.4,NA,1.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,20.15,100,N,N,NA,NA,NA,NA,old_exp_2021
83,83,_152,PostBurnYear1,8/30/2021 14:15,205,L,64.5,19.8,100,C,10.6,3.5,NA,0.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,64.5,100,N,N,NA,NA,NA,NA,old_exp_2021
84,84,_152,PostBurnYear1,8/30/2021 14:15,206,L,64.3,21.8,100,C,11.2,3,NA,0.4,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,64.3,100,N,N,NA,NA,NA,NA,old_exp_2021
85,85,_152,PostBurnYear1,8/30/2021 14:15,207,L,49.15,17,100,C,13.2,2.75,NA,0.3,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,49.15,100,N,N,NA,NA,NA,NA,old_exp_2021
86,86,_152,PostBurnYear1,8/30/2021 14:15,208,L,50.2,18.2,100,C,7.6,2.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,50.2,100,N,N,NA,NA,NA,NA,old_exp_2021
87,87,_154,PostBurnYear1,8/30/2021 14:16,101,L,8.5,3.1,100,I,0.3,0.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,8.5,100,N,N,NA,NA,NA,NA,old_exp_2021
88,88,_154,PostBurnYear1,8/30/2021 14:16,102,L,41.9,18.2,80,C,11.2,2,NA,0.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,41.9,80,N,N,NA,NA,NA,NA,old_exp_2021
89,89,_154,PostBurnYear1,8/30/2021 14:16,103,L,47.2,19,90,C,10.4,2.5,NA,0.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,47.2,90,N,N,NA,NA,NA,NA,old_exp_2021
90,90,_154,PostBurnYear1,8/30/2021 14:16,104,L,26.3,10.9,90,I,4.6,1.75,NA,0.5,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,26.3,90,N,N,NA,NA,NA,NA,old_exp_2021
91,91,_154,PostBurnYear1,8/30/2021 14:16,105,L,9.95,3.9,100,S,0.5,1.4,NA,0.7,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,9.95,100,N,N,NA,NA,NA,NA,old_exp_2021
92,92,_154,PostBurnYear1,8/30/2021 14:16,106,L,91.1,18.4,100,C,1.5,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,91.1,100,N,N,NA,NA,NA,NA,old_exp_2021
93,93,_154,PostBurnYear1,8/30/2021 14:16,107,L,49.5,15,80,C,10.4,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,49.5,80,N,N,NA,NA,NA,NA,old_exp_2021
94,94,_158,PostBurnYear1,8/30/2021 14:18,109,L,51.65,15.2,60,C,11.6,2.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,51.65,60,N,N,NA,NA,NA,NA,old_exp_2021
95,95,_158,PostBurnYear1,8/30/2021 14:18,110,L,116.4,6,40,S,1.8,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,116.4,40,N,N,NA,NA,NA,NA,old_exp_2021
96,96,_158,PostBurnYear1,8/30/2021 14:18,113,L,8,4.2,60,S,1.7,0.5,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,8,60,N,N,NA,NA,NA,NA,old_exp_2021
97,97,_158,PostBurnYear1,8/30/2021 14:18,114,L,49.3,16.2,80,C,8.4,2.25,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,49.3,80,N,N,NA,NA,NA,NA,old_exp_2021
98,98,_158,PostBurnYear1,8/30/2021 14:18,116,L,36.6,18.2,80,C,10.2,1.6,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,36.6,80,N,N,NA,NA,NA,NA,old_exp_2021
99,99,_158,PostBurnYear1,8/30/2021 14:18,117,L,25.55,12.6,30,I,10,1,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,25.55,30,N,N,NA,NA,NA,NA,old_exp_2021
100,100,_158,PostBurnYear1,8/30/2021 14:18,118,L,65.1,14.6,100,C,2.5,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,65.1,100,N,N,NA,NA,NA,NA,old_exp_2021
101,101,_158,PostBurnYear1,8/30/2021 14:18,119,L,70.45,15.6,100,C,0.3,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,70.45,100,N,N,NA,NA,NA,NA,old_exp_2021
102,102,_158,PostBurnYear1,8/30/2021 14:18,120,L,14.7,5,90,S,1.5,1.25,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,14.7,90,N,N,NA,NA,NA,NA,old_exp_2021
103,103,_158,PostBurnYear1,8/30/2021 14:18,121,L,12.4,4.8,70,S,1.8,0.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,12.4,70,N,N,NA,NA,NA,NA,old_exp_2021
104,104,_158,PostBurnYear1,8/30/2021 14:18,123,L,21.4,8.6,100,I,0.5,2.6,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,21.4,100,N,N,NA,NA,NA,NA,old_exp_2021
105,105,_158,PostBurnYear1,8/30/2021 14:18,124,L,8.45,6.5,100,I,1.5,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,8.45,100,N,N,NA,NA,NA,NA,old_exp_2021
106,106,_158,PostBurnYear1,8/30/2021 14:18,127,L,26,8,100,I,0.7,3.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,26,100,N,N,NA,NA,NA,NA,old_exp_2021
107,107,_158,PostBurnYear1,8/30/2021 14:18,131,L,42.55,18,90,C,11,1.75,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,42.55,90,N,N,NA,NA,NA,NA,old_exp_2021
108,108,_158,PostBurnYear1,8/30/2021 14:18,133,L,10.3,5,50,S,2.4,0.8,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,10.3,50,N,N,NA,NA,NA,NA,old_exp_2021
109,109,_158,PostBurnYear1,8/30/2021 14:18,134,L,63.2,22,100,C,15,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,63.2,100,N,N,NA,NA,NA,NA,old_exp_2021
110,110,_158,PostBurnYear1,8/30/2021 14:18,135,L,42.9,18.6,100,C,12.2,2.1,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,42.9,100,N,N,NA,NA,NA,NA,old_exp_2021
111,111,_158,PostBurnYear1,8/30/2021 14:18,138,L,12.95,5.8,80,S,0.7,0.95,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,12.95,80,N,N,NA,NA,NA,NA,old_exp_2021
112,112,_158,PostBurnYear1,8/30/2021 14:18,139,D,14.4,4.5,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,D,N,14.4,NA,N,N,NA,NA,NA,NA,old_exp_2021
113,113,_158,PostBurnYear1,8/30/2021 14:18,140,L,45,17.4,70,C,11.2,2,NA,0,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,45,70,N,N,NA,NA,NA,NA,old_exp_2021
114,114,_157,PostBurnYear1,8/30/2021 14:17,141,L,47.5,17.8,30,C,13.8,1.75,NA,7.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,47.5,30,N,N,NA,NA,NA,NA,old_exp_2021
115,115,_157,PostBurnYear1,8/30/2021 14:17,142,L,63.5,20.4,70,C,15,2.5,NA,5.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,63.5,70,N,N,NA,NA,NA,NA,old_exp_2021
116,116,_157,PostBurnYear1,8/30/2021 14:17,146,L,43.6,5,5,I,5,0.25,NA,0,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,L,N,43.6,5,N,N,NA,NA,NA,NA,old_exp_2021
117,117,_157,PostBurnYear1,8/30/2021 14:17,147,L,52.7,18.6,80,C,12.8,2.75,NA,3.1,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,52.7,80,N,N,NA,NA,NA,NA,old_exp_2021
118,118,_157,PostBurnYear1,8/30/2021 14:17,148,L,60.8,22.2,90,C,12.4,2.38,NA,6.2,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2021,PIJE,L,N,60.8,90,N,N,NA,NA,NA,NA,old_exp_2021
128,128,_153,PostBurnYear1,8/30/2021 14:16,174,D,58.85,9,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,D,N,58.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
129,129,_153,PostBurnYear1,8/30/2021 14:16,175,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,D,N,NA,NA,N,N,NA,NA,NA,NA,old_exp_2021
130,130,_153,PostBurnYear1,8/30/2021 14:16,176,D,51.85,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2021,QUKE,D,N,51.85,NA,N,N,NA,NA,NA,NA,old_exp_2021
