,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
250,250,_130,PreBurn,8/19/2020 17:07,642,D,80.3,27,NA,NA,NA,NA,1,NA,NA,NA,ROCA_SL,0.3,1,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,251,_130,PreBurn,8/19/2020 17:07,643,L,23.2,11.4,80,I,4.2,1.75,NA,1,NA,NA,ROCA_SL,1,3.1,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,252,_130,PreBurn,8/19/2020 17:07,644,L,22.8,8,90,I,0.4,2.1,NA,0,NA,NA,QUKE_TOV,0.8,1.3,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,253,_130,PreBurn,8/19/2020 17:07,645,L,29.5,9.5,90,I,1.5,2.88,NA,0,NA,NA,QUKE_TOV,0.8,1.5,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,254,_130,PreBurn,8/19/2020 17:07,646,L,29.6,14.5,90,C,2,3.75,NA,0,NA,NA,QUKE_TOV,0,1.5,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,255,_130,PreBurn,8/19/2020 17:07,647,L,15,33,90,I,2,2.75,NA,0,NA,NA,QUKE_TOV,0,0.8,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,256,_130,PreBurn,8/19/2020 17:07,649,L,45.4,20.6,80,C,6.8,2.25,NA,1.8,NA,NA,QUKE_TSE,1.9,3.1,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,257,_128,PreBurn,8/19/2020 17:07,652,L,64.3,22.6,90,C,11.6,4,NA,4,NA,NA,CEBE_ST,1,2.3,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,258,_128,PreBurn,8/19/2020 17:07,653,L,53.4,22.4,80,C,10.2,3,NA,5,NA,NA,QUKE_TSA,0.1,4,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,259,_128,PreBurn,8/19/2020 17:07,655,L,39.9,21.6,70,C,13.6,2.08,NA,3.4,NA,NA,QUKE_TSA,0.5,4.5,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,260,_128,PreBurn,8/19/2020 17:07,657,L,63.7,20.8,90,C,10.6,3.5,NA,1,NA,NA,ROCA_SM,0.4,0,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,261,_128,PreBurn,8/19/2020 17:07,663,D,41.7,1.8,NA,NA,NA,NA,5,NA,NA,NA,ROCA_SM,0.1,1.3,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,262,_128,PreBurn,8/19/2020 17:07,664,D,51.1,3.7,NA,NA,NA,NA,5,NA,NA,NA,ROCA_SL,0,1,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,263,_128,PreBurn,8/19/2020 17:07,668,L,43.8,18.2,90,C,6.4,3,NA,3.2,NA,NA,SYMO_SL,0,1,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,264,_128,PreBurn,8/19/2020 17:07,670,L,12.1,6.2,70,S,1.5,1.5,NA,1.5,NA,NA,QUKE_TSA,0,0.1,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,265,_131,PreBurn,8/19/2020 17:07,674,L,36.8,11.4,90,C,0,4.75,NA,0,NA,NA,QUKE_DTOV,0,2,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,266,_131,PreBurn,8/19/2020 17:07,675,D,49.6,12.2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,267,_131,PreBurn,8/19/2020 17:07,676,D,48.1,15.8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,268,_131,PreBurn,8/19/2020 17:07,677,L,37.4,12.8,90,C,5,2.5,NA,0,NA,NA,ERWR_SL,0.1,1.8,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,269,_131,PreBurn,8/19/2020 17:07,678,L,21.3,9.4,40,I,1.5,0.75,NA,0,NA,NA,ROCA_SL,2,0,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,270,_131,PreBurn,8/19/2020 17:07,679,L,63.3,22.4,80,D,6,3,NA,0,NA,NA,ERWR_SL,0.3,0,PIJE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,271,_131,PreBurn,8/19/2020 17:07,680,L,41.7,11.4,90,C,8.5,4.25,NA,0,NA,NA,PIJE_TOV,2,0,QUKE,yr1,treat1,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,818,_141,PreBurn,8/19/2020 8:54,501,L,28.85,9,100,C,2.4,1.5,NA,1.4,NA,NA,QUKE_TSE,3,0.1,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,819,_141,PreBurn,8/19/2020 8:54,507,L,33,16.8,90,C,6,1.6,NA,1.6,NA,NA,QUKE_TSE,0.5,5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,820,_141,PreBurn,8/19/2020 8:54,508,L,30.2,15.2,70,C,7,1.25,NA,2.3,NA,NA,QUKE_TSE,0.7,6.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,821,_141,PreBurn,8/19/2020 8:54,509,L,41.15,18.2,70,C,7.2,2.3,NA,1,NA,NA,PIJE_TOV,2,7.2,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,822,_141,PreBurn,8/19/2020 8:54,510,L,43.95,18.4,90,C,5.4,1.5,NA,0.5,NA,NA,PIJE_TOV,2.5,4.3,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,823,_141,PreBurn,8/19/2020 8:54,511,L,94,7.4,80,I,1,5,NA,0,NA,NA,QUKE_TOV,0,1,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,824,_141,PreBurn,8/19/2020 8:54,512,L,86.3,15.6,30,I,1.3,1.5,NA,0,NA,NA,QUKE_TOV,0,1,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,825,_141,PreBurn,8/19/2020 8:54,513,L,33.19,11.4,90,C,6,2,NA,0,NA,NA,ERCO_SL,0.05,3.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,826,_145,PreBurn,8/19/2020 8:54,545,L,61.9,23.2,90,C,14.8,4,NA,6,NA,NA,ROCA_SM,0.2,2.1,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,827,_145,PreBurn,8/19/2020 8:54,547,D,114.5,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,828,_145,PreBurn,8/19/2020 8:54,551,L,76.8,27.4,90,D,12.6,4.75,NA,2,NA,NA,ROCA_SM,0,2.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,829,_145,PreBurn,8/19/2020 8:54,552,D,23.9,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,830,_145,PreBurn,8/19/2020 8:54,554,L,43.75,20.5,80,C,10.5,1,NA,3.2,NA,NA,ROCA_SL,0.2,7.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,831,_145,PreBurn,8/19/2020 8:54,555,L,52.95,23.8,70,C,12,3.25,NA,4,NA,NA,ROCA_SL,0.5,6.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,832,_145,PreBurn,8/19/2020 8:54,556,L,60.2,24.6,90,C,10,3.5,NA,5,NA,NA,ROCA_SL,0.4,4,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,833,_145,PreBurn,8/19/2020 8:54,557,L,17.2,7.5,30,S,4.8,0.9,NA,4,NA,NA,ROCA_SL,0.7,3,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,834,_145,PreBurn,8/19/2020 8:54,558,D,14.95,5.6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,835,_145,PreBurn,8/19/2020 8:54,562,L,63.75,23,70,C,15,2.5,NA,6,NA,NA,PIJE_TOV,0.3,2,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,836,_145,PreBurn,8/19/2020 8:54,563,L,20.45,10.2,20,S,6.2,1.4,NA,4,NA,NA,QUKE_TSA,0.3,4,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,837,_145,PreBurn,8/19/2020 8:54,565,L,8.5,5.5,100,S,0,1,NA,0,NA,NA,QUKE_TSA,0.8,4.5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,838,_142,PreBurn,8/19/2020 8:54,570,L,7.65,5.9,100,S,0.4,1.25,NA,0,NA,NA,QUKE_TSA,0.4,1.5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,839,_142,PreBurn,8/19/2020 8:54,571,L,47.9,10.8,90,I,1.4,2,NA,0,NA,NA,QUKE_TSA,0.5,0,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,840,_142,PreBurn,8/19/2020 8:54,574,L,18.05,8,20,S,4.2,1.2,NA,2,NA,NA,ROCA_SL,0.2,0.6,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,841,_142,PreBurn,8/19/2020 8:54,575,L,72.75,27.4,90,C,12.2,3.25,NA,4,NA,NA,ROCA_SL,0.2,3,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,842,_142,PreBurn,8/19/2020 8:54,576,L,9.6,6.4,100,I,0.6,1.55,NA,0,NA,NA,ROCA_SL,0.4,3.5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,843,_142,PreBurn,8/19/2020 8:54,577,L,23.75,11.2,80,I,4.2,1.1,NA,1,NA,NA,PIJE_TOV,0.8,4,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,844,_142,PreBurn,8/19/2020 8:54,582,L,28.9,8.8,80,S,4,1.6,NA,2,NA,NA,PIJE_TOV,0.3,4,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,845,_142,PreBurn,8/19/2020 8:54,583,L,56.05,19.9,90,C,8.8,2.5,NA,2,NA,NA,PIJE_TOV,0.3,4.8,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,846,_143,PreBurn,8/19/2020 8:54,533,D,53.6,11.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,847,_143,PreBurn,8/19/2020 8:54,534,D,52.85,6.4,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,848,_143,PreBurn,8/19/2020 8:54,535,L,44.25,10.2,90,I,0.8,3,NA,0.3,NA,NA,QUKE_TOV,0.4,0.5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,849,_143,PreBurn,8/19/2020 8:54,536,L,48.65,9.2,80,I,1.8,2.6,NA,0.2,NA,NA,QUKE_TOV,0.4,0.5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,850,_143,PreBurn,8/19/2020 8:54,537,L,39.3,13.8,70,C,4.4,1.75,NA,8.6,NA,NA,ERWR_SL,0.8,0.6,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,851,_143,PreBurn,8/19/2020 8:54,538,L,11.15,6,90,I,0.3,1,NA,3,NA,NA,QUKE_TOV,1,0,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,852,_143,PreBurn,8/19/2020 8:54,539,L,4.6,7.6,90,I,2,1,NA,3,NA,NA,QUKE_TOV,1,1.1,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,853,_143,PreBurn,8/19/2020 8:54,540,L,6.85,3.8,70,I,0.7,0.75,NA,3.8,NA,NA,ERWR_SL,0.4,1,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,854,_143,PreBurn,8/19/2020 8:54,541,L,22.8,9.2,70,C,1,1.5,NA,7.2,NA,NA,ERWR_SL,3,0,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,855,_143,PreBurn,8/19/2020 8:54,543,L,31.3,13,80,C,3.2,2,NA,10.3,NA,NA,QUKE_TSE,1.5,0.8,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,856,_144,PreBurn,8/19/2020 8:54,525,D,27,9.4,NA,NA,NA,NA,1,NA,NA,NA,CEBE_SL,5,3.8,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,857,_144,PreBurn,8/19/2020 8:54,526,L,20.1,6.2,80,I,1.2,1.25,NA,0,NA,NA,CEBE_ST,0,0.7,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,858,_144,PreBurn,8/19/2020 8:54,527,L,37.95,9.6,80,C,0.4,4.5,NA,0,NA,NA,CEBE_SM,1,5,QUKE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,859,_144,PreBurn,8/19/2020 8:54,528,L,54.1,19.6,90,C,8.8,2.65,NA,2.2,NA,NA,PIJE_TOV,5.5,0.8,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,860,_144,PreBurn,8/19/2020 8:54,529,L,39.5,16.8,70,C,9.6,2,NA,0.4,NA,NA,QUKE_TSE,3,3,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,861,_144,PreBurn,8/19/2020 8:54,530,L,70.45,25.4,80,D,12.6,3.75,NA,0.4,NA,NA,QUKE_TSE,4,4.2,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,862,_140,PreBurn,8/19/2020 8:54,514,L,28.9,12.6,80,I,4.4,1.75,NA,0.4,NA,NA,PIJE_TOV,4,3.4,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,863,_140,PreBurn,8/19/2020 8:54,515,L,12.1,5.6,60,S,2,1.15,NA,0.2,NA,NA,ERWR_SL,0.6,4.1,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,864,_140,PreBurn,8/19/2020 8:54,516,L,52.55,18.8,80,C,9,2.5,NA,0,NA,NA,PIJE_TOV,0.5,3,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,865,_140,PreBurn,8/19/2020 8:54,517,L,11.1,5,60,S,1.9,1,NA,0.1,NA,NA,PIJE_TOV,0.5,2,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,866,_140,PreBurn,8/19/2020 8:54,518,L,18.7,9.2,70,I,4,1.05,NA,0.2,NA,NA,QUKE_TSE,2,2.5,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,867,_140,PreBurn,8/19/2020 8:54,519,L,44.8,19,80,C,7.2,2.5,NA,2.2,NA,NA,QUKE_TSE,1,2,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,868,_140,PreBurn,8/19/2020 8:54,520,L,19.15,12.4,70,I,4.4,1.5,NA,0.8,NA,NA,QUKE_TSE,1,7,PIJE,yr1,treat3,leafout_burn,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,162,_152,PostBurnYear2,9/26/2022 11:02,203,L,54.75,20.4,90,C,10.6,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,54.75,90,N,N,NA,NA,NA,NA,old_exp_2022
163,163,_152,PostBurnYear2,9/26/2022 11:02,204,L,20.75,8.6,90,I,2.8,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,20.75,90,N,N,NA,NA,NA,NA,old_exp_2022
164,164,_152,PostBurnYear2,9/26/2022 11:02,205,L,64.95,20,100,C,10.8,3,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,64.95,100,N,N,NA,NA,NA,NA,old_exp_2022
165,165,_152,PostBurnYear2,9/26/2022 11:02,206,L,64.55,22,100,C,11,2.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,64.55,100,N,N,NA,NA,NA,NA,old_exp_2022
166,166,_152,PostBurnYear2,9/26/2022 11:02,207,L,49.25,18,100,C,12.2,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,49.25,100,N,N,NA,NA,NA,NA,old_exp_2022
167,167,_152,PostBurnYear2,9/26/2022 11:02,208,L,50.5,18.3,100,C,7.7,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,50.5,100,N,N,NA,NA,NA,NA,old_exp_2022
168,168,_154,PostBurnYear2,9/26/2022 11:04,101,L,9.4,3.2,100,I,0.2,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,9.4,100,N,N,NA,NA,NA,NA,old_exp_2022
169,169,_154,PostBurnYear2,9/26/2022 11:04,102,L,41.5,18.2,80,C,10.2,1.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,41.5,80,N,N,NA,NA,NA,NA,old_exp_2022
170,170,_154,PostBurnYear2,9/26/2022 11:04,103,L,47.15,19,100,C,10.4,2.2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,47.15,100,N,N,NA,NA,NA,NA,old_exp_2022
171,171,_154,PostBurnYear2,9/26/2022 11:04,104,L,26.45,11,90,I,4.6,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,26.45,90,N,N,NA,NA,NA,NA,old_exp_2022
172,172,_154,PostBurnYear2,9/26/2022 11:04,105,L,9.5,4,100,S,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,9.5,100,N,N,NA,NA,NA,NA,old_exp_2022
173,173,_154,PostBurnYear2,9/26/2022 11:04,106,L,91.4,18.5,80,C,1.1,4,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,91.4,80,N,N,NA,NA,NA,NA,old_exp_2022
174,174,_154,PostBurnYear2,9/26/2022 11:04,107,L,49.8,15.4,70,C,10.8,2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,49.8,70,N,N,NA,NA,NA,NA,old_exp_2022
175,175,_158,PostBurnYear2,9/26/2022 11:05,109,L,52.4,15.5,90,C,12,2.25,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,52.4,90,N,N,NA,NA,NA,NA,old_exp_2022
176,176,_158,PostBurnYear2,9/26/2022 11:05,110,L,119.7,6.2,40,I,0.3,1.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,119.7,40,N,N,NA,NA,NA,NA,old_exp_2022
177,177,_158,PostBurnYear2,9/26/2022 11:05,113,L,8.2,4.1,70,S,1.5,0.2,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,8.2,70,N,N,NA,NA,NA,NA,old_exp_2022
178,178,_158,PostBurnYear2,9/26/2022 11:05,114,L,49.9,16.5,90,C,8.4,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,49.9,90,N,N,NA,NA,NA,NA,old_exp_2022
179,179,_158,PostBurnYear2,9/26/2022 11:05,116,L,36.5,10.5,20,I,9,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,36.5,20,N,N,NA,NA,NA,NA,old_exp_2022
180,180,_158,PostBurnYear2,9/26/2022 11:05,117,L,25.6,12.4,10,I,10,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,25.6,10,N,N,NA,NA,NA,NA,old_exp_2022
181,181,_158,PostBurnYear2,9/26/2022 11:05,118,L,66.1,15,90,C,2.3,4.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,66.1,90,N,N,NA,NA,NA,NA,old_exp_2022
182,182,_158,PostBurnYear2,9/26/2022 11:05,119,L,75.8,15.6,90,C,0.3,4.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,75.8,90,N,N,NA,NA,NA,NA,old_exp_2022
183,183,_158,PostBurnYear2,9/26/2022 11:05,120,L,15.1,5,90,S,1.5,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,15.1,90,N,N,NA,NA,NA,NA,old_exp_2022
184,184,_158,PostBurnYear2,9/26/2022 11:05,121,L,12.85,4.8,90,S,1.4,0.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,12.85,90,N,N,NA,NA,NA,NA,old_exp_2022
185,185,_158,PostBurnYear2,9/26/2022 11:05,123,L,22.4,8.9,100,I,0.3,3,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,22.4,100,N,N,NA,NA,NA,NA,old_exp_2022
186,186,_158,PostBurnYear2,9/26/2022 11:05,124,L,9.2,6.7,100,I,0,1.75,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,9.2,100,N,N,NA,NA,NA,NA,old_exp_2022
187,187,_158,PostBurnYear2,9/26/2022 11:05,127,L,26.65,8.1,100,I,0.8,3.5,NA,NA,NA,NA,NA,NA,NA,QUKE,controls,treat,control,old,2022,QUKE,L,N,26.65,100,N,N,NA,NA,NA,NA,old_exp_2022
188,188,_158,PostBurnYear2,9/26/2022 11:05,131,L,42.5,18.3,90,C,11.2,3.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,42.5,90,N,N,NA,NA,NA,NA,old_exp_2022
189,189,_158,PostBurnYear2,9/26/2022 11:05,133,L,10.35,5.1,10,S,0.3,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,10.35,10,N,N,NA,NA,NA,NA,old_exp_2022
190,190,_158,PostBurnYear2,9/26/2022 11:05,134,L,63.6,22.3,90,C,15.1,2.75,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,63.6,90,N,N,NA,NA,NA,NA,old_exp_2022
191,191,_158,PostBurnYear2,9/26/2022 11:05,135,L,43.2,19,90,C,12,2.5,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,43.2,90,N,N,NA,NA,NA,NA,old_exp_2022
192,192,_158,PostBurnYear2,9/26/2022 11:05,138,L,13.15,6,70,S,0.7,1,NA,NA,NA,NA,NA,NA,NA,PIJE,controls,treat,control,old,2022,PIJE,L,N,13.15,70,N,N,NA,NA,NA,NA,old_exp_2022
