,x1,macro_plot_name,monitoring_status,date_x,tag_no,status_x,dbh_x,ht,crwn_rto,crwn_cl,li_cr_b_ht,crwn_rad,decay_cl,char_ht,scorch_ht,cr_sc_pct,comment_x,uv1,uv2,species_symbol,year,treatment,treatment_burn,experiment,date_y,species,status_y,top_kill_y_n,dbh_y,crown_ratio,epicormic_resprout_y_n,basal_resprout_y_n,basal_resprout_height_cm,basal_resprout_width_cm,resprout_count,comment_y,experiment_resprout
437,437,_195,PreBurn,8/28/2021 12:12,131,L,9.65,6.1,100,I,3.6,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,438,_195,PreBurn,8/28/2021 12:12,132,L,10.7,6.2,100,I,1.6,1.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,439,_195,PreBurn,8/28/2021 12:12,133,L,10.7,6.9,90,I,1.4,1.2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,440,_195,PreBurn,8/28/2021 12:12,134,L,14.4,7.8,90,C,5.5,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,441,_195,PreBurn,8/28/2021 12:12,135,L,11.05,7.2,90,I,1.7,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,442,_195,PreBurn,8/28/2021 12:12,136,L,8.95,7.4,90,I,4,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,443,_195,PreBurn,8/28/2021 12:12,137,L,11.1,6.5,60,I,2.5,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,444,_195,PreBurn,8/28/2021 12:12,138,L,9.7,6.7,80,C,3,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,445,_195,PreBurn,8/28/2021 12:12,140,L,9.05,6.1,70,S,2.8,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,446,_195,PreBurn,8/28/2021 12:12,141,L,14.5,5.9,70,C,2.2,2.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,447,_195,PreBurn,8/28/2021 12:12,142,L,12.35,5.9,80,C,2.5,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,448,_195,PreBurn,8/28/2021 12:12,143,L,10.9,5.9,80,C,1.4,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,449,_195,PreBurn,8/28/2021 12:12,144,L,7.95,5.3,100,I,1.2,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,450,_195,PreBurn,8/28/2021 12:12,145,L,59,6.6,60,C,1.4,3.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,451,_195,PreBurn,8/28/2021 12:12,146,L,9.05,6.2,100,I,2,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,452,_195,PreBurn,8/28/2021 12:12,147,L,9.1,6.5,100,C,2,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,453,_195,PreBurn,8/28/2021 12:12,149,L,8.65,6.9,100,C,1.8,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,454,_195,PreBurn,8/28/2021 12:12,150,L,8.8,6.6,100,C,0.8,0.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,455,_195,PreBurn,8/28/2021 12:12,151,L,7.65,6.1,100,C,2.4,0.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,456,_195,PreBurn,8/28/2021 12:12,153,L,28.4,10.6,90,C,3.5,2.25,NA,4,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,457,_195,PreBurn,8/28/2021 12:12,156,D,60.05,11.5,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,458,_195,PreBurn,8/28/2021 12:12,159,L,11.35,7.2,100,I,0.8,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,459,_195,PreBurn,8/28/2021 12:12,162,L,10,6.4,100,I,1.5,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,460,_195,PreBurn,8/28/2021 12:12,163,L,10,5,100,I,1.3,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,461,_195,PreBurn,8/28/2021 12:12,165,L,15.05,6.6,100,I,1.4,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,462,_179,PreBurn,8/28/2021 12:12,65,L,28.15,9.4,100,I,2.1,2.5,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,463,_179,PreBurn,8/28/2021 12:12,66,L,60.9,10.6,100,I,0.4,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,464,_179,PreBurn,8/28/2021 12:12,67,L,72.4,18.4,80,D,1,6.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,465,_179,PreBurn,8/28/2021 12:12,68,D,60.8,12,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,466,_179,PreBurn,8/28/2021 12:12,72,L,40.2,8.8,100,I,0.5,3.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,467,_179,PreBurn,8/28/2021 12:12,74,L,40.8,14.8,100,C,5.6,2.75,NA,2.4,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,468,_170,PreBurn,8/28/2021 12:12,975,L,50.55,9.8,40,I,1,3.5,NA,0,NA,NA,ROCA-SM,0,0,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,469,_170,PreBurn,8/28/2021 12:12,976,L,37.55,13.4,100,C,3.5,2.25,NA,1.7,NA,NA,QUKE-TOV,1.5,0.3,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,470,_170,PreBurn,8/28/2021 12:12,977,L,41.6,6.5,80,S,0.5,3,NA,1.2,NA,NA,PIJE-TOV,1.5,0.1,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,471,_170,PreBurn,8/28/2021 12:12,978,L,10.45,5.5,100,S,0.9,0.9,NA,0.2,NA,NA,QUKE-TOV,1,2.2,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,472,_170,PreBurn,8/28/2021 12:12,979,L,56.65,16.2,100,C,2.6,5.25,NA,0,NA,NA,QUKE-TOV,0,1.5,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,473,_170,PreBurn,8/28/2021 12:12,980,L,71.3,16.3,100,C,0.8,6,NA,0,NA,NA,QUKE-TOV,0,1,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,474,_170,PreBurn,8/28/2021 12:12,981,L,84.9,16.6,100,C,1.4,5.5,NA,0,NA,NA,QUKE-TOV,0,1,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,475,_176,PreBurn,8/28/2021 12:12,76,L,19.4,6.2,80,S,2.2,2.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,476,_176,PreBurn,8/28/2021 12:12,77,L,63.3,11.1,90,C,0.5,4.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,477,_176,PreBurn,8/28/2021 12:12,79,L,29.1,7.8,100,I,2,2.6,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,478,_176,PreBurn,8/28/2021 12:12,80,L,11.8,6.3,100,I,1.2,2.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,479,_176,PreBurn,8/28/2021 12:12,81,L,11.15,6.3,90,I,1.4,1.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,480,_176,PreBurn,8/28/2021 12:12,83,L,12.6,6.2,100,I,1,3.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,481,_176,PreBurn,8/28/2021 12:12,84,L,35.15,14,100,C,1.4,1.9,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,482,_196,PreBurn,8/28/2021 12:12,166,D,40,3.6,NA,NA,NA,NA,5,3.8,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,483,_196,PreBurn,8/28/2021 12:12,167,D,36.05,2.4,NA,NA,NA,NA,5,2.6,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,484,_196,PreBurn,8/28/2021 12:12,168,L,14.4,6.4,100,I,0.9,2.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,485,_196,PreBurn,8/28/2021 12:12,171,L,45.8,12,100,C,0.8,4.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,486,_196,PreBurn,8/28/2021 12:12,172,D,22.05,6.2,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,487,_196,PreBurn,8/28/2021 12:12,173,L,55.7,10.4,100,C,0.6,5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,488,_196,PreBurn,8/28/2021 12:12,174,L,16.4,8.6,100,I,1.8,2.2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,489,_196,PreBurn,8/28/2021 12:12,175,L,64.4,11.9,100,C,0.8,5.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,490,_197,PreBurn,8/28/2021 12:12,183,L,41.1,16.8,90,C,2.5,3.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,491,_197,PreBurn,8/28/2021 12:12,184,L,35.65,10.6,90,C,0.8,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,492,_197,PreBurn,8/28/2021 12:12,185,L,34.6,11.4,100,C,5,2.5,NA,2,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,493,_197,PreBurn,8/28/2021 12:12,186,L,59.5,20.6,100,C,10.2,2.5,NA,0.7,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,494,_197,PreBurn,8/28/2021 12:12,187,L,47.5,20.6,100,C,10.5,1.5,NA,1,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,495,_173,PreBurn,8/28/2021 12:12,22,L,42,6.9,90,I,1,4,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,496,_173,PreBurn,8/28/2021 12:12,23,L,33.9,9,90,I,1.2,3.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,497,_173,PreBurn,8/28/2021 12:12,25,L,33,12.4,100,C,1,4.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,498,_173,PreBurn,8/28/2021 12:12,26,L,32.65,12.3,100,C,1.3,4,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,499,_173,PreBurn,8/28/2021 12:12,27,L,33.8,12.5,100,C,1.4,4,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,500,_173,PreBurn,8/28/2021 12:12,28,L,39.3,12.4,100,C,1,4.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,501,_173,PreBurn,8/28/2021 12:12,29,L,39.15,8.4,100,I,0.8,3.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,502,_173,PreBurn,8/28/2021 12:12,30,D,29.3,2.8,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,503,_173,PreBurn,8/28/2021 12:12,31,L,20.5,4.5,80,I,0.4,0.75,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,504,_173,PreBurn,8/28/2021 12:12,32,L,12,4.3,80,S,2.1,0.6,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,505,_173,PreBurn,8/28/2021 12:12,33,L,57.8,8.5,70,C,1.8,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,506,_173,PreBurn,8/28/2021 12:12,34,D,32.75,2.8,NA,NA,NA,NA,2,2.5,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,507,_173,PreBurn,8/28/2021 12:12,35,L,14.1,7,90,S,1.4,1.75,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,508,_173,PreBurn,8/28/2021 12:12,36,L,40.2,8.5,90,C,1.4,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,509,_173,PreBurn,8/28/2021 12:12,37,L,12,6.1,100,I,0.4,1.6,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,510,_180,PreBurn,8/28/2021 12:12,2,L,19.15,8,100,C,1.3,2.9,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,511,_180,PreBurn,8/28/2021 12:12,3,L,10.45,6.4,100,I,1.4,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,512,_180,PreBurn,8/28/2021 12:12,4,L,9.75,5.8,100,I,1.8,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,513,_180,PreBurn,8/28/2021 12:12,6,L,16.1,8.5,100,C,2,2.4,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,514,_180,PreBurn,8/28/2021 12:12,7,L,11.9,5.6,90,S,2,1.25,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,515,_180,PreBurn,8/28/2021 12:12,8,L,101.2,6.4,80,C,1.1,6.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,516,_180,PreBurn,8/28/2021 12:12,9,L,64.6,10.4,70,C,0.5,5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,517,_180,PreBurn,8/28/2021 12:12,11,L,8,3.9,90,S,0.9,1,NA,0.5,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,518,_180,PreBurn,8/28/2021 12:12,12,L,12.6,7.2,100,I,3,2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,519,_180,PreBurn,8/28/2021 12:12,13,L,8.2,6,100,I,1,1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,520,_180,PreBurn,8/28/2021 12:12,14,L,11.1,7,100,I,2,1.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,521,_180,PreBurn,8/28/2021 12:12,15,L,17.35,9,100,C,1.2,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,522,_180,PreBurn,8/28/2021 12:12,16,D,41.3,7.6,NA,NA,NA,NA,2,5.4,NA,NA,NA,NA,NA,PIJE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,523,_180,PreBurn,8/28/2021 12:12,17,L,17.4,8,100,I,2.1,1.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,524,_180,PreBurn,8/28/2021 12:12,18,L,8.3,3,90,S,1.2,0.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,525,_180,PreBurn,8/28/2021 12:12,19,L,15.05,6,60,I,1.2,1.75,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,526,_180,PreBurn,8/28/2021 12:12,20,L,14.35,8.2,100,C,3.2,2.25,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,dormant_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,527,_199,PreBurn,8/28/2021 12:12,212,L,49.3,13.8,100,C,3.5,6.4,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,528,_199,PreBurn,8/28/2021 12:12,213,L,38.65,8.4,100,C,1.6,4.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,529,_199,PreBurn,8/28/2021 12:12,214,D,20.8,4.2,NA,NA,NA,NA,5,4.2,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,530,_199,PreBurn,8/28/2021 12:12,215,D,36.65,11,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,531,_199,PreBurn,8/28/2021 12:12,216,L,35.15,11.2,90,C,1,3.5,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,532,_199,PreBurn,8/28/2021 12:12,217,L,13.4,4.6,100,I,2.3,1.2,NA,0,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,533,_199,PreBurn,8/28/2021 12:12,218,L,24.05,7.8,100,I,1.1,1.8,NA,1.4,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,534,_199,PreBurn,8/28/2021 12:12,220,L,63.3,9,90,C,2.8,3.6,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,535,_199,PreBurn,8/28/2021 12:12,221,L,49.1,9.6,90,C,2.1,4.2,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,536,_199,PreBurn,8/28/2021 12:12,222,L,26.6,12.6,100,C,4.4,1.9,NA,1,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,537,_199,PreBurn,8/28/2021 12:12,223,L,19,6.2,100,I,3.6,2.15,NA,2,NA,NA,NA,NA,NA,PIJE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,538,_199,PreBurn,8/28/2021 12:12,224,L,91.05,10.8,80,C,3.2,6.1,NA,0,NA,NA,NA,NA,NA,QUKE,yr1,treat13,leafout_burn,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,539,_171,PostBurnYear1,8/26/2022 14:20,51,D,61.5,2.5,NA,NA,NA,NA,5,0.86,NA,NA,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,D,N,61.5,NA,N,N,NA,NA,NA,NA,new_exp_2022
540,540,_171,PostBurnYear1,8/26/2022 14:20,52,L,59.9,16.6,100,C,0.5,3.5,NA,1.35,2.5,3,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,59.9,100,N,N,NA,NA,NA,NA,new_exp_2022
541,541,_171,PostBurnYear1,8/26/2022 14:20,53,L,13.6,7,100,I,0.4,2.75,NA,0,0,0,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,13.6,100,N,N,NA,NA,NA,NA,new_exp_2022
542,542,_171,PostBurnYear1,8/26/2022 14:20,56,L,46.6,10.5,90,I,0.3,6,NA,0,1.5,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,46.6,90,N,N,NA,NA,NA,NA,new_exp_2022
543,543,_171,PostBurnYear1,8/26/2022 14:20,59,L,40.2,13.2,100,C,0.5,4.5,NA,0,3,5,NA,NA,NA,QUKE,yr2,treat13,leafout_burn,new,2022,QUKE,L,N,40.2,100,N,N,NA,NA,NA,NA,new_exp_2022
